date,name,category,value
"May 29, 2022","Education, Skills & Competecies",Automotive,36
"May 29, 2022",Climate Change & Resilience,Media,49
"May 29, 2022",Pollution,Restaurants,278
"May 29, 2022",Natural Capital Use and Managment,Telecommunications,300
"May 29, 2022",Demographics,Tobacco,67
"May 29, 2022",Urbanization and Smart Cities,Automotive,269
"May 29, 2022",COVID-nineteen,Electronics,55
"May 30, 2022",Public Health,Business Services,433
"May 30, 2022",Environment,Automotive,241
"May 30, 2022",Equitable Access to Environmental Goods,Financial Services,238
"May 30, 2022",Social Welfare,FMCG,261
"May 30, 2022",Politics and Global Governance,Electronics,33
"May 30, 2022","Economy, Trade and Investment",Financial Services,54
"May 30, 2022","Digital Governance, Privacy and Technology",Automotive,191
"May 30, 2022",Media and Public Opinion,Beverages,201
"May 30, 2022",Inclusive Development and Human Rights,Technology,493
"May 30, 2022",Employment & Social Development,Business Services,81
"May 30, 2022","Education, Skills & Competecies",Technology,315
"May 30, 2022",Climate Change & Resilience,Technology,108
"May 30, 2022",Pollution,Diversified,342
"May 30, 2022",Natural Capital Use and Managment,Automotive,485
"May 30, 2022",Demographics,Media,372
"May 30, 2022",Urbanization and Smart Cities,Restaurants,220
"May 30, 2022",COVID-nineteen,Telecommunications,381
"May 31, 2022",Public Health,Tobacco,226
"May 31, 2022",Environment,Automotive,298
"May 31, 2022",Equitable Access to Environmental Goods,Electronics,484
"May 31, 2022",Social Welfare,Business Services,370
"May 31, 2022",Politics and Global Governance,Automotive,454
"May 31, 2022","Economy, Trade and Investment",Financial Services,61
"May 31, 2022","Digital Governance, Privacy and Technology",FMCG,187
"May 31, 2022",Media and Public Opinion,Electronics,328
"May 31, 2022",Inclusive Development and Human Rights,Financial Services,132
"May 31, 2022",Employment & Social Development,Automotive,330
"May 31, 2022","Education, Skills & Competecies",Beverages,221
"May 31, 2022",Climate Change & Resilience,Technology,279
"May 31, 2022",Pollution,Business Services,449
"May 31, 2022",Natural Capital Use and Managment,Technology,342
"May 31, 2022",Demographics,Technology,380
"May 31, 2022",Urbanization and Smart Cities,Diversified,316
"May 31, 2022",COVID-nineteen,Automotive,62
"Jun 1, 2022",Public Health,Media,232
"Jun 1, 2022",Environment,Restaurants,91
"Jun 1, 2022",Equitable Access to Environmental Goods,Telecommunications,355
"Jun 1, 2022",Social Welfare,Tobacco,31
"Jun 1, 2022",Politics and Global Governance,Automotive,240
"Jun 1, 2022","Economy, Trade and Investment",Electronics,384
"Jun 1, 2022","Digital Governance, Privacy and Technology",Business Services,197
"Jun 1, 2022",Media and Public Opinion,Automotive,63
"Jun 1, 2022",Inclusive Development and Human Rights,Financial Services,432
"Jun 1, 2022",Employment & Social Development,FMCG,373
"Jun 1, 2022","Education, Skills & Competecies",Electronics,294
"Jun 1, 2022",Climate Change & Resilience,Financial Services,325
"Jun 1, 2022",Pollution,Automotive,251
"Jun 1, 2022",Natural Capital Use and Managment,Beverages,381
"Jun 1, 2022",Demographics,Technology,462
"Jun 1, 2022",Urbanization and Smart Cities,Business Services,429
"Jun 1, 2022",COVID-nineteen,Technology,161
"Jun 2, 2022",Public Health,Technology,259
"Jun 2, 2022",Environment,Diversified,222
"Jun 2, 2022",Equitable Access to Environmental Goods,Automotive,244
"Jun 2, 2022",Social Welfare,Media,333
"Jun 2, 2022",Politics and Global Governance,Restaurants,454
"Jun 2, 2022","Economy, Trade and Investment",Telecommunications,204
"Jun 2, 2022","Digital Governance, Privacy and Technology",Tobacco,98
"Jun 2, 2022",Media and Public Opinion,Automotive,451
"Jun 2, 2022",Inclusive Development and Human Rights,Electronics,497
"Jun 2, 2022",Employment & Social Development,Business Services,322
"Jun 2, 2022","Education, Skills & Competecies",Automotive,54
"Jun 2, 2022",Climate Change & Resilience,Financial Services,198
"Jun 2, 2022",Pollution,FMCG,119
"Jun 2, 2022",Natural Capital Use and Managment,Electronics,51
"Jun 2, 2022",Demographics,Financial Services,157
"Jun 2, 2022",Urbanization and Smart Cities,Automotive,346
"Jun 2, 2022",COVID-nineteen,Beverages,263
"Jun 3, 2022",Public Health,Technology,371
"Jun 3, 2022",Environment,Business Services,28
"Jun 3, 2022",Equitable Access to Environmental Goods,Technology,253
"Jun 3, 2022",Social Welfare,Technology,398
"Jun 3, 2022",Politics and Global Governance,Diversified,124
"Jun 3, 2022","Economy, Trade and Investment",Automotive,497
"Jun 3, 2022","Digital Governance, Privacy and Technology",Media,376
"Jun 3, 2022",Media and Public Opinion,Restaurants,483
"Jun 3, 2022",Inclusive Development and Human Rights,Telecommunications,161
"Jun 3, 2022",Employment & Social Development,Tobacco,316
"Jun 3, 2022","Education, Skills & Competecies",Automotive,198
"Jun 3, 2022",Climate Change & Resilience,Electronics,298
"Jun 3, 2022",Pollution,Business Services,57
"Jun 3, 2022",Natural Capital Use and Managment,Automotive,385
"Jun 3, 2022",Demographics,Financial Services,20
"Jun 3, 2022",Urbanization and Smart Cities,FMCG,482
"Jun 3, 2022",COVID-nineteen,Electronics,432
"Jun 4, 2022",Public Health,Financial Services,137
"Jun 4, 2022",Environment,Automotive,119
"Jun 4, 2022",Equitable Access to Environmental Goods,Beverages,368
"Jun 4, 2022",Social Welfare,Technology,53
"Jun 4, 2022",Politics and Global Governance,Business Services,386
"Jun 4, 2022","Economy, Trade and Investment",Technology,62
"Jun 4, 2022","Digital Governance, Privacy and Technology",Technology,463
"Jun 4, 2022",Media and Public Opinion,Diversified,211
"Jun 4, 2022",Inclusive Development and Human Rights,Automotive,252
"Jun 4, 2022",Employment & Social Development,Media,382
"Jun 4, 2022","Education, Skills & Competecies",Restaurants,139
"Jun 4, 2022",Climate Change & Resilience,Telecommunications,138
"Jun 4, 2022",Pollution,Tobacco,289
"Jun 4, 2022",Natural Capital Use and Managment,Automotive,202
"Jun 4, 2022",Demographics,Electronics,260
"Jun 4, 2022",Urbanization and Smart Cities,Business Services,68
"Jun 4, 2022",COVID-nineteen,Automotive,323
"Jun 5, 2022",Public Health,Financial Services,94
"Jun 5, 2022",Environment,FMCG,432
"Jun 5, 2022",Equitable Access to Environmental Goods,Electronics,197
"Jun 5, 2022",Social Welfare,Financial Services,314
"Jun 5, 2022",Politics and Global Governance,Automotive,154
"Jun 5, 2022","Economy, Trade and Investment",Beverages,398
"Jun 5, 2022","Digital Governance, Privacy and Technology",Technology,212
"Jun 5, 2022",Media and Public Opinion,Business Services,178
"Jun 5, 2022",Inclusive Development and Human Rights,Technology,308
"Jun 5, 2022",Employment & Social Development,Technology,472
"Jun 5, 2022","Education, Skills & Competecies",Diversified,128
"Jun 5, 2022",Climate Change & Resilience,Automotive,32
"Jun 5, 2022",Pollution,Media,144
"Jun 5, 2022",Natural Capital Use and Managment,Restaurants,480
"Jun 5, 2022",Demographics,Telecommunications,277
"Jun 5, 2022",Urbanization and Smart Cities,Tobacco,184
"Jun 5, 2022",COVID-nineteen,Automotive,430
"Jun 6, 2022",Public Health,Electronics,68
"Jun 6, 2022",Environment,Business Services,38
"Jun 6, 2022",Equitable Access to Environmental Goods,Automotive,109
"Jun 6, 2022",Social Welfare,Financial Services,132
"Jun 6, 2022",Politics and Global Governance,FMCG,175
"Jun 6, 2022","Economy, Trade and Investment",Electronics,68
"Jun 6, 2022","Digital Governance, Privacy and Technology",Financial Services,382
"Jun 6, 2022",Media and Public Opinion,Automotive,24
"Jun 6, 2022",Inclusive Development and Human Rights,Beverages,411
"Jun 6, 2022",Employment & Social Development,Technology,66
"Jun 6, 2022","Education, Skills & Competecies",Business Services,88
"Jun 6, 2022",Climate Change & Resilience,Technology,162
"Jun 6, 2022",Pollution,Technology,38
"Jun 6, 2022",Natural Capital Use and Managment,Diversified,185
"Jun 6, 2022",Demographics,Automotive,64
"Jun 6, 2022",Urbanization and Smart Cities,Media,482
"Jun 6, 2022",COVID-nineteen,Restaurants,28
"Jun 7, 2022",Public Health,Telecommunications,483
"Jun 7, 2022",Environment,Tobacco,463
"Jun 7, 2022",Equitable Access to Environmental Goods,Automotive,455
"Jun 7, 2022",Social Welfare,Electronics,439
"Jun 7, 2022",Politics and Global Governance,Business Services,108
"Jun 7, 2022","Economy, Trade and Investment",Automotive,99
"Jun 7, 2022","Digital Governance, Privacy and Technology",Financial Services,234
"Jun 7, 2022",Media and Public Opinion,FMCG,377
"Jun 7, 2022",Inclusive Development and Human Rights,Electronics,441
"Jun 7, 2022",Employment & Social Development,Financial Services,89
"Jun 7, 2022","Education, Skills & Competecies",Automotive,26
"Jun 7, 2022",Climate Change & Resilience,Beverages,388
"Jun 7, 2022",Pollution,Technology,116
"Jun 7, 2022",Natural Capital Use and Managment,Business Services,318
"Jun 7, 2022",Demographics,Technology,332
"Jun 7, 2022",Urbanization and Smart Cities,Technology,74
"Jun 7, 2022",COVID-nineteen,Diversified,111
"Jun 8, 2022",Public Health,Automotive,301
"Jun 8, 2022",Environment,Media,387
"Jun 8, 2022",Equitable Access to Environmental Goods,Restaurants,94
"Jun 8, 2022",Social Welfare,Telecommunications,59
"Jun 8, 2022",Politics and Global Governance,Tobacco,261
"Jun 8, 2022","Economy, Trade and Investment",Automotive,377
"Jun 8, 2022","Digital Governance, Privacy and Technology",Electronics,147
"Jun 8, 2022",Media and Public Opinion,Business Services,500
"Jun 8, 2022",Inclusive Development and Human Rights,Automotive,308
"Jun 8, 2022",Employment & Social Development,Financial Services,367
"Jun 8, 2022","Education, Skills & Competecies",FMCG,131
"Jun 8, 2022",Climate Change & Resilience,Electronics,142
"Jun 8, 2022",Pollution,Financial Services,165
"Jun 8, 2022",Natural Capital Use and Managment,Automotive,425
"Jun 8, 2022",Demographics,Beverages,52
"Jun 8, 2022",Urbanization and Smart Cities,Technology,160
"Jun 8, 2022",COVID-nineteen,Business Services,271
"Jun 9, 2022",Public Health,Technology,397
"Jun 9, 2022",Environment,Technology,318
"Jun 9, 2022",Equitable Access to Environmental Goods,Diversified,355
"Jun 9, 2022",Social Welfare,Automotive,178
"Jun 9, 2022",Politics and Global Governance,Media,133
"Jun 9, 2022","Economy, Trade and Investment",Restaurants,352
"Jun 9, 2022","Digital Governance, Privacy and Technology",Telecommunications,133
"Jun 9, 2022",Media and Public Opinion,Tobacco,248
"Jun 9, 2022",Inclusive Development and Human Rights,Automotive,124
"Jun 9, 2022",Employment & Social Development,Electronics,102
"Jun 9, 2022","Education, Skills & Competecies",Business Services,108
"Jun 9, 2022",Climate Change & Resilience,Automotive,186
"Jun 9, 2022",Pollution,Financial Services,445
"Jun 9, 2022",Natural Capital Use and Managment,FMCG,197
"Jun 9, 2022",Demographics,Electronics,251
"Jun 9, 2022",Urbanization and Smart Cities,Financial Services,104
"Jun 9, 2022",COVID-nineteen,Automotive,246
"Jun 10, 2022",Public Health,Beverages,422
"Jun 10, 2022",Environment,Technology,221
"Jun 10, 2022",Equitable Access to Environmental Goods,Business Services,401
"Jun 10, 2022",Social Welfare,Technology,287
"Jun 10, 2022",Politics and Global Governance,Technology,465
"Jun 10, 2022","Economy, Trade and Investment",Diversified,301
"Jun 10, 2022","Digital Governance, Privacy and Technology",Automotive,358
"Jun 10, 2022",Media and Public Opinion,Media,374
"Jun 10, 2022",Inclusive Development and Human Rights,Restaurants,410
"Jun 10, 2022",Employment & Social Development,Telecommunications,422
"Jun 10, 2022","Education, Skills & Competecies",Tobacco,75
"Jun 10, 2022",Climate Change & Resilience,Automotive,56
"Jun 10, 2022",Pollution,Electronics,457
"Jun 10, 2022",Natural Capital Use and Managment,Business Services,455
"Jun 10, 2022",Demographics,Automotive,172
"Jun 10, 2022",Urbanization and Smart Cities,Financial Services,203
"Jun 10, 2022",COVID-nineteen,FMCG,231
"Jun 11, 2022",Public Health,Electronics,25
"Jun 11, 2022",Environment,Financial Services,467
"Jun 11, 2022",Equitable Access to Environmental Goods,Automotive,287
"Jun 11, 2022",Social Welfare,Beverages,225
"Jun 11, 2022",Politics and Global Governance,Technology,315
"Jun 11, 2022","Economy, Trade and Investment",Business Services,371
"Jun 11, 2022","Digital Governance, Privacy and Technology",Technology,357
"Jun 11, 2022",Media and Public Opinion,Technology,277
"Jun 11, 2022",Inclusive Development and Human Rights,Diversified,483
"Jun 11, 2022",Employment & Social Development,Automotive,58
"Jun 11, 2022","Education, Skills & Competecies",Media,315
"Jun 11, 2022",Climate Change & Resilience,Restaurants,486
"Jun 11, 2022",Pollution,Telecommunications,334
"Jun 11, 2022",Natural Capital Use and Managment,Tobacco,274
"Jun 11, 2022",Demographics,Automotive,350
"Jun 11, 2022",Urbanization and Smart Cities,Electronics,84
"Jun 11, 2022",COVID-nineteen,Business Services,406
"Jun 12, 2022",Public Health,Automotive,430
"Jun 12, 2022",Environment,Financial Services,448
"Jun 12, 2022",Equitable Access to Environmental Goods,FMCG,436
"Jun 12, 2022",Social Welfare,Electronics,388
"Jun 12, 2022",Politics and Global Governance,Financial Services,283
"Jun 12, 2022","Economy, Trade and Investment",Automotive,358
"Jun 12, 2022","Digital Governance, Privacy and Technology",Beverages,423
"Jun 12, 2022",Media and Public Opinion,Technology,263
"Jun 12, 2022",Inclusive Development and Human Rights,Business Services,428
"Jun 12, 2022",Employment & Social Development,Technology,228
"Jun 12, 2022","Education, Skills & Competecies",Technology,92
"Jun 12, 2022",Climate Change & Resilience,Diversified,488
"Jun 12, 2022",Pollution,Automotive,228
"Jun 12, 2022",Natural Capital Use and Managment,Media,142
"Jun 12, 2022",Demographics,Restaurants,134
"Jun 12, 2022",Urbanization and Smart Cities,Telecommunications,370
"Jun 12, 2022",COVID-nineteen,Tobacco,163
"Jun 13, 2022",Public Health,Automotive,369
"Jun 13, 2022",Environment,Electronics,478
"Jun 13, 2022",Equitable Access to Environmental Goods,Business Services,68
"Jun 13, 2022",Social Welfare,Automotive,366
"Jun 13, 2022",Politics and Global Governance,Financial Services,161
"Jun 13, 2022","Economy, Trade and Investment",FMCG,67
"Jun 13, 2022","Digital Governance, Privacy and Technology",Electronics,500
"Jun 13, 2022",Media and Public Opinion,Financial Services,423
"Jun 13, 2022",Inclusive Development and Human Rights,Automotive,226
"Jun 13, 2022",Employment & Social Development,Beverages,372
"Jun 13, 2022","Education, Skills & Competecies",Technology,117
"Jun 13, 2022",Climate Change & Resilience,Business Services,82
"Jun 13, 2022",Pollution,Technology,366
"Jun 13, 2022",Natural Capital Use and Managment,Technology,158
"Jun 13, 2022",Demographics,Diversified,349
"Jun 13, 2022",Urbanization and Smart Cities,Automotive,30
"Jun 13, 2022",COVID-nineteen,Media,76
"Jun 14, 2022",Public Health,Restaurants,472
"Jun 14, 2022",Environment,Telecommunications,35
"Jun 14, 2022",Equitable Access to Environmental Goods,Tobacco,454
"Jun 14, 2022",Social Welfare,Automotive,24
"Jun 14, 2022",Politics and Global Governance,Electronics,325
"Jun 14, 2022","Economy, Trade and Investment",Business Services,276
"Jun 14, 2022","Digital Governance, Privacy and Technology",Automotive,46
"Jun 14, 2022",Media and Public Opinion,Financial Services,302
"Jun 14, 2022",Inclusive Development and Human Rights,FMCG,473
"Jun 14, 2022",Employment & Social Development,Electronics,447
"Jun 14, 2022","Education, Skills & Competecies",Financial Services,216
"Jun 14, 2022",Climate Change & Resilience,Automotive,81
"Jun 14, 2022",Pollution,Beverages,109
"Jun 14, 2022",Natural Capital Use and Managment,Technology,376
"Jun 14, 2022",Demographics,Business Services,298
"Jun 14, 2022",Urbanization and Smart Cities,Technology,264
"Jun 14, 2022",COVID-nineteen,Technology,162
"Jun 15, 2022",Public Health,Diversified,249
"Jun 15, 2022",Environment,Automotive,180
"Jun 15, 2022",Equitable Access to Environmental Goods,Media,114
"Jun 15, 2022",Social Welfare,Restaurants,292
"Jun 15, 2022",Politics and Global Governance,Telecommunications,408
"Jun 15, 2022","Economy, Trade and Investment",Tobacco,247
"Jun 15, 2022","Digital Governance, Privacy and Technology",Automotive,257
"Jun 15, 2022",Media and Public Opinion,Electronics,343
"Jun 15, 2022",Inclusive Development and Human Rights,Business Services,322
"Jun 15, 2022",Employment & Social Development,Automotive,102
"Jun 15, 2022","Education, Skills & Competecies",Financial Services,279
"Jun 15, 2022",Climate Change & Resilience,FMCG,211
"Jun 15, 2022",Pollution,Electronics,335
"Jun 15, 2022",Natural Capital Use and Managment,Financial Services,480
"Jun 15, 2022",Demographics,Automotive,444
"Jun 15, 2022",Urbanization and Smart Cities,Beverages,52
"Jun 15, 2022",COVID-nineteen,Technology,20
"Jun 16, 2022",Public Health,Business Services,421
"Jun 16, 2022",Environment,Technology,56
"Jun 16, 2022",Equitable Access to Environmental Goods,Technology,492
"Jun 16, 2022",Social Welfare,Diversified,383
"Jun 16, 2022",Politics and Global Governance,Automotive,282
"Jun 16, 2022","Economy, Trade and Investment",Media,385
"Jun 16, 2022","Digital Governance, Privacy and Technology",Restaurants,63
"Jun 16, 2022",Media and Public Opinion,Telecommunications,78
"Jun 16, 2022",Inclusive Development and Human Rights,Tobacco,313
"Jun 16, 2022",Employment & Social Development,Automotive,116
"Jun 16, 2022","Education, Skills & Competecies",Electronics,363
"Jun 16, 2022",Climate Change & Resilience,Business Services,138
"Jun 16, 2022",Pollution,Automotive,292
"Jun 16, 2022",Natural Capital Use and Managment,Financial Services,54
"Jun 16, 2022",Demographics,FMCG,215
"Jun 16, 2022",Urbanization and Smart Cities,Electronics,207
"Jun 16, 2022",COVID-nineteen,Financial Services,396
"Jun 17, 2022",Public Health,Automotive,311
"Jun 17, 2022",Environment,Beverages,456
"Jun 17, 2022",Equitable Access to Environmental Goods,Technology,153
"Jun 17, 2022",Social Welfare,Business Services,173
"Jun 17, 2022",Politics and Global Governance,Technology,414
"Jun 17, 2022","Economy, Trade and Investment",Technology,363
"Jun 17, 2022","Digital Governance, Privacy and Technology",Diversified,454
"Jun 17, 2022",Media and Public Opinion,Automotive,315
"Jun 17, 2022",Inclusive Development and Human Rights,Media,359
"Jun 17, 2022",Employment & Social Development,Restaurants,40
"Jun 17, 2022","Education, Skills & Competecies",Telecommunications,61
"Jun 17, 2022",Climate Change & Resilience,Tobacco,70
"Jun 17, 2022",Pollution,Automotive,351
"Jun 17, 2022",Natural Capital Use and Managment,Electronics,393
"Jun 17, 2022",Demographics,Business Services,118
"Jun 17, 2022",Urbanization and Smart Cities,Automotive,295
"Jun 17, 2022",COVID-nineteen,Financial Services,304
"Jun 18, 2022",Public Health,FMCG,291
"Jun 18, 2022",Environment,Electronics,269
"Jun 18, 2022",Equitable Access to Environmental Goods,Financial Services,338
"Jun 18, 2022",Social Welfare,Automotive,324
"Jun 18, 2022",Politics and Global Governance,Beverages,206
"Jun 18, 2022","Economy, Trade and Investment",Technology,177
"Jun 18, 2022","Digital Governance, Privacy and Technology",Business Services,462
"Jun 18, 2022",Media and Public Opinion,Technology,354
"Jun 18, 2022",Inclusive Development and Human Rights,Technology,391
"Jun 18, 2022",Employment & Social Development,Diversified,27
"Jun 18, 2022","Education, Skills & Competecies",Automotive,395
"Jun 18, 2022",Climate Change & Resilience,Media,124
"Jun 18, 2022",Pollution,Restaurants,180
"Jun 18, 2022",Natural Capital Use and Managment,Telecommunications,389
"Jun 18, 2022",Demographics,Tobacco,62
"Jun 18, 2022",Urbanization and Smart Cities,Automotive,300
"Jun 18, 2022",COVID-nineteen,Electronics,231
"Jun 19, 2022",Public Health,Business Services,145
"Jun 19, 2022",Environment,Automotive,69
"Jun 19, 2022",Equitable Access to Environmental Goods,Financial Services,399
"Jun 19, 2022",Social Welfare,FMCG,347
"Jun 19, 2022",Politics and Global Governance,Electronics,120
"Jun 19, 2022","Economy, Trade and Investment",Financial Services,255
"Jun 19, 2022","Digital Governance, Privacy and Technology",Automotive,290
"Jun 19, 2022",Media and Public Opinion,Beverages,101
"Jun 19, 2022",Inclusive Development and Human Rights,Technology,28
"Jun 19, 2022",Employment & Social Development,Business Services,210
"Jun 19, 2022","Education, Skills & Competecies",Technology,378
"Jun 19, 2022",Climate Change & Resilience,Technology,492
"Jun 19, 2022",Pollution,Diversified,84
"Jun 19, 2022",Natural Capital Use and Managment,Automotive,318
"Jun 19, 2022",Demographics,Media,30
"Jun 19, 2022",Urbanization and Smart Cities,Restaurants,335
"Jun 19, 2022",COVID-nineteen,Telecommunications,441
"Jun 20, 2022",Public Health,Tobacco,401
"Jun 20, 2022",Environment,Automotive,256
"Jun 20, 2022",Equitable Access to Environmental Goods,Electronics,130
"Jun 20, 2022",Social Welfare,Business Services,360
"Jun 20, 2022",Politics and Global Governance,Automotive,331
"Jun 20, 2022","Economy, Trade and Investment",Financial Services,347
"Jun 20, 2022","Digital Governance, Privacy and Technology",FMCG,182
"Jun 20, 2022",Media and Public Opinion,Electronics,450
"Jun 20, 2022",Inclusive Development and Human Rights,Financial Services,405
"Jun 20, 2022",Employment & Social Development,Automotive,423
"Jun 20, 2022","Education, Skills & Competecies",Beverages,318
"Jun 20, 2022",Climate Change & Resilience,Technology,256
"Jun 20, 2022",Pollution,Business Services,416
"Jun 20, 2022",Natural Capital Use and Managment,Technology,105
"Jun 20, 2022",Demographics,Technology,84
"Jun 20, 2022",Urbanization and Smart Cities,Diversified,203
"Jun 20, 2022",COVID-nineteen,Automotive,53
"Jun 21, 2022",Public Health,Media,473
"Jun 21, 2022",Environment,Restaurants,260
"Jun 21, 2022",Equitable Access to Environmental Goods,Telecommunications,458
"Jun 21, 2022",Social Welfare,Tobacco,230
"Jun 21, 2022",Politics and Global Governance,Automotive,339
"Jun 21, 2022","Economy, Trade and Investment",Electronics,126
"Jun 21, 2022","Digital Governance, Privacy and Technology",Business Services,163
"Jun 21, 2022",Media and Public Opinion,Automotive,119
"Jun 21, 2022",Inclusive Development and Human Rights,Financial Services,47
"Jun 21, 2022",Employment & Social Development,FMCG,35
"Jun 21, 2022","Education, Skills & Competecies",Electronics,280
"Jun 21, 2022",Climate Change & Resilience,Financial Services,77
"Jun 21, 2022",Pollution,Automotive,186
"Jun 21, 2022",Natural Capital Use and Managment,Beverages,52
"Jun 21, 2022",Demographics,Technology,42
"Jun 21, 2022",Urbanization and Smart Cities,Business Services,89
"Jun 21, 2022",COVID-nineteen,Technology,324
"Jun 22, 2022",Public Health,Technology,239
"Jun 22, 2022",Environment,Diversified,313
"Jun 22, 2022",Equitable Access to Environmental Goods,Automotive,367
"Jun 22, 2022",Social Welfare,Media,80
"Jun 22, 2022",Politics and Global Governance,Restaurants,99
"Jun 22, 2022","Economy, Trade and Investment",Telecommunications,298
"Jun 22, 2022","Digital Governance, Privacy and Technology",Tobacco,431
"Jun 22, 2022",Media and Public Opinion,Automotive,322
"Jun 22, 2022",Inclusive Development and Human Rights,Electronics,492
"Jun 22, 2022",Employment & Social Development,Business Services,171
"Jun 22, 2022","Education, Skills & Competecies",Automotive,71
"Jun 22, 2022",Climate Change & Resilience,Financial Services,406
"Jun 22, 2022",Pollution,FMCG,109
"Jun 22, 2022",Natural Capital Use and Managment,Electronics,78
"Jun 22, 2022",Demographics,Financial Services,209
"Jun 22, 2022",Urbanization and Smart Cities,Automotive,22
"Jun 22, 2022",COVID-nineteen,Beverages,352
"Jun 23, 2022",Public Health,Technology,406
"Jun 23, 2022",Environment,Business Services,272
"Jun 23, 2022",Equitable Access to Environmental Goods,Technology,246
"Jun 23, 2022",Social Welfare,Technology,267
"Jun 23, 2022",Politics and Global Governance,Diversified,486
"Jun 23, 2022","Economy, Trade and Investment",Automotive,294
"Jun 23, 2022","Digital Governance, Privacy and Technology",Media,384
"Jun 23, 2022",Media and Public Opinion,Restaurants,491
"Jun 23, 2022",Inclusive Development and Human Rights,Telecommunications,486
"Jun 23, 2022",Employment & Social Development,Tobacco,243
"Jun 23, 2022","Education, Skills & Competecies",Automotive,48
"Jun 23, 2022",Climate Change & Resilience,Electronics,181
"Jun 23, 2022",Pollution,Business Services,71
"Jun 23, 2022",Natural Capital Use and Managment,Automotive,388
"Jun 23, 2022",Demographics,Financial Services,32
"Jun 23, 2022",Urbanization and Smart Cities,FMCG,234
"Jun 23, 2022",COVID-nineteen,Electronics,207
"Jun 24, 2022",Public Health,Financial Services,72
"Jun 24, 2022",Environment,Automotive,118
"Jun 24, 2022",Equitable Access to Environmental Goods,Beverages,398
"Jun 24, 2022",Social Welfare,Technology,315
"Jun 24, 2022",Politics and Global Governance,Business Services,332
"Jun 24, 2022","Economy, Trade and Investment",Technology,51
"Jun 24, 2022","Digital Governance, Privacy and Technology",Technology,119
"Jun 24, 2022",Media and Public Opinion,Diversified,32
"Jun 24, 2022",Inclusive Development and Human Rights,Automotive,417
"Jun 24, 2022",Employment & Social Development,Media,428
"Jun 24, 2022","Education, Skills & Competecies",Restaurants,422
"Jun 24, 2022",Climate Change & Resilience,Telecommunications,88
"Jun 24, 2022",Pollution,Tobacco,411
"Jun 24, 2022",Natural Capital Use and Managment,Automotive,94
"Jun 24, 2022",Demographics,Electronics,59
"Jun 24, 2022",Urbanization and Smart Cities,Business Services,298
"Jun 24, 2022",COVID-nineteen,Automotive,159
"Jun 25, 2022",Public Health,Financial Services,147
"Jun 25, 2022",Environment,FMCG,437
"Jun 25, 2022",Equitable Access to Environmental Goods,Electronics,454
"Jun 25, 2022",Social Welfare,Financial Services,324
"Jun 25, 2022",Politics and Global Governance,Automotive,361
"Jun 25, 2022","Economy, Trade and Investment",Beverages,85
"Jun 25, 2022","Digital Governance, Privacy and Technology",Technology,290
"Jun 25, 2022",Media and Public Opinion,Business Services,99
"Jun 25, 2022",Inclusive Development and Human Rights,Technology,222
"Jun 25, 2022",Employment & Social Development,Technology,101
"Jun 25, 2022","Education, Skills & Competecies",Diversified,474
"Jun 25, 2022",Climate Change & Resilience,Automotive,412
"Jun 25, 2022",Pollution,Media,115
"Jun 25, 2022",Natural Capital Use and Managment,Restaurants,245
"Jun 25, 2022",Demographics,Telecommunications,264
"Jun 25, 2022",Urbanization and Smart Cities,Tobacco,256
"Jun 25, 2022",COVID-nineteen,Automotive,435
"Jun 26, 2022",Public Health,Electronics,395
"Jun 26, 2022",Environment,Business Services,342
"Jun 26, 2022",Equitable Access to Environmental Goods,Automotive,233
"Jun 26, 2022",Social Welfare,Financial Services,313
"Jun 26, 2022",Politics and Global Governance,FMCG,172
"Jun 26, 2022","Economy, Trade and Investment",Electronics,442
"Jun 26, 2022","Digital Governance, Privacy and Technology",Financial Services,89
"Jun 26, 2022",Media and Public Opinion,Automotive,291
"Jun 26, 2022",Inclusive Development and Human Rights,Beverages,228
"Jun 26, 2022",Employment & Social Development,Technology,433
"Jun 26, 2022","Education, Skills & Competecies",Business Services,277
"Jun 26, 2022",Climate Change & Resilience,Technology,291
"Jun 26, 2022",Pollution,Technology,400
"Jun 26, 2022",Natural Capital Use and Managment,Diversified,291
"Jun 26, 2022",Demographics,Automotive,39
"Jun 26, 2022",Urbanization and Smart Cities,Media,192
"Jun 26, 2022",COVID-nineteen,Restaurants,255
"Jun 27, 2022",Public Health,Telecommunications,352
"Jun 27, 2022",Environment,Tobacco,194
"Jun 27, 2022",Equitable Access to Environmental Goods,Automotive,185
"Jun 27, 2022",Social Welfare,Electronics,424
"Jun 27, 2022",Politics and Global Governance,Business Services,66
"Jun 27, 2022","Economy, Trade and Investment",Automotive,485
"Jun 27, 2022","Digital Governance, Privacy and Technology",Financial Services,475
"Jun 27, 2022",Media and Public Opinion,FMCG,85
"Jun 27, 2022",Inclusive Development and Human Rights,Electronics,243
"Jun 27, 2022",Employment & Social Development,Financial Services,58
"Jun 27, 2022","Education, Skills & Competecies",Automotive,215
"Jun 27, 2022",Climate Change & Resilience,Beverages,159
"Jun 27, 2022",Pollution,Technology,454
"Jun 27, 2022",Natural Capital Use and Managment,Business Services,113
"Jun 27, 2022",Demographics,Technology,323
"Jun 27, 2022",Urbanization and Smart Cities,Technology,147
"Jun 27, 2022",COVID-nineteen,Diversified,42
"Jun 28, 2022",Public Health,Automotive,212
"Jun 28, 2022",Environment,Media,105
